MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap,formula,formation_energy
33.0,34.0,1.0,33.42857142857143,0.4897959183673472,33.0,84.0,89.0,5.0,86.14285714285714,2.4489795918367343,84.0,74.9216,78.96,4.038399999999996,76.65234285714284,1.97799183673469,74.9216,494.0,1090.0,596.0,834.5714285714286,291.9183673469388,1090.0,15.0,16.0,1.0,15.428571428571429,0.489795918367347,15.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.42857142857143,0.4897959183673472,119.0,2.18,2.55,0.36999999999999966,2.3385714285714285,0.18122448979591818,2.18,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.4285714285714284,0.4897959183673469,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.0,1.0,15.428571428571429,0.489795918367347,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.5714285714285716,0.4897959183673469,3.0,22.175,25.92,3.745000000000001,23.78,1.8342857142857147,22.175,0.0,0.799,0.799,0.34242857142857147,0.3913469387755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,100.85714285714286,74.44897959183673,166.0,1.6222770066521195,As4Se3,-0.0992133799553585
8.0,74.0,66.0,20.956521739130434,18.026465028355386,8.0,51.0,87.0,36.0,81.78260869565217,8.030245746691872,87.0,15.9994,183.84,167.8406,48.138991304347826,44.71595311909264,15.9994,54.8,3695.0,3640.2,709.6434782608695,911.0865784499057,54.8,6.0,16.0,10.0,14.521739130434783,2.2230623818525515,16.0,2.0,6.0,4.0,2.869565217391304,1.2098298676748582,2.0,66.0,162.0,96.0,87.73913043478261,30.245746691871457,66.0,2.18,3.44,1.2599999999999998,3.08,0.5008695652173912,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.3043478260869565,0.9678638941398866,4.0,0.0,10.0,10.0,2.260869565217391,3.1455576559546317,0.0,0.0,14.0,14.0,1.826086956521739,3.1758034026465025,0.0,6.0,20.0,14.0,9.391304347826088,4.718336483931947,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.9130434782608696,0.499054820415879,2.0,0.0,6.0,6.0,0.782608695652174,1.3610586011342156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,2.6956521739130435,0.9678638941398866,2.0,9.105,22.175,13.07,12.283913043478263,4.422835538752364,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,67.08695652173913,76.64272211720227,12.0,2.0997,As4W3O16,-1.6984655515217404
16.0,33.0,17.0,24.0,8.470588235294118,16.0,84.0,88.0,4.0,86.11764705882354,1.9930795847750862,88.0,32.065,74.9216,42.8566,52.23281176470588,21.354153633217994,32.065,388.36,1090.0,701.64,718.5435294117647,349.6060899653979,388.36,15.0,16.0,1.0,15.529411764705882,0.49826989619377166,16.0,3.0,4.0,1.0,3.4705882352941178,0.49826989619377166,3.0,105.0,119.0,14.0,111.58823529411765,6.975778546712803,105.0,2.18,2.58,0.3999999999999999,2.391764705882353,0.19930795847750862,2.58,2.0,2.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,3.5294117647058822,0.49826989619377166,4.0,0.0,10.0,10.0,4.705882352941177,4.982698961937716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,10.235294117647058,4.484429065743945,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4705882352941178,0.49826989619377166,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.4705882352941178,0.49826989619377166,2.0,22.175,25.786875,3.6118749999999977,24.087169117647058,1.7996885813148777,25.786875,0.0,2.202,2.202,1.1657647058823528,1.097190311418685,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,166.0,96.0,115.17647058823529,47.83391003460208,70.0,1.7164,As8S9,-0.1565221806066173
8.0,79.0,71.0,24.0,21.333333333333332,8.0,66.0,87.0,21.0,83.0,5.666666666666667,87.0,15.9994,196.966569,180.96716899999998,55.9809615,53.308748666666666,15.9994,54.8,1337.33,1282.53,441.0883333333333,515.051111111111,54.8,11.0,16.0,5.0,15.0,1.3333333333333333,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,136.0,70.0,86.5,27.333333333333332,66.0,2.18,3.44,1.2599999999999998,3.08,0.4799999999999999,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,3.1666666666666665,1.1111111111111112,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,14.0,14.0,2.3333333333333335,3.8888888888888893,0.0,6.0,25.0,19.0,10.666666666666666,6.222222222222221,6.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,3.0,3.0,1.8333333333333333,0.6111111111111112,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.3333333333333333,2.0,9.105,22.175,13.07,12.549166666666666,4.5922222222222215,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,73.16666666666667,81.55555555555556,12.0,1.8541,AsAuO4,-1.1649706479166664
33.0,35.0,2.0,34.5,0.75,35.0,84.0,95.0,11.0,92.25,4.125,95.0,74.9216,79.904,4.982399999999998,78.6584,1.8683999999999976,79.904,265.8,1090.0,824.2,471.85,309.07500000000005,265.8,15.0,17.0,2.0,16.5,0.75,17.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.75,0.375,120.0,2.18,2.96,0.7799999999999998,2.7649999999999997,0.2925000000000001,2.96,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.5,0.75,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,2.0,16.5,0.75,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,22.175,29.48,7.305,27.65375,2.739375000000001,29.48,0.0,1.457,1.457,1.09275,0.546375,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,89.5,38.25,64.0,3.136,AsBr3,-0.8603133868750001
9.0,35.0,26.0,21.833333333333332,12.833333333333334,9.0,84.0,95.0,11.0,93.08333333333333,1.5972222222222214,93.0,18.9984032,79.904,60.9055968,49.0360016,30.037598399999997,18.9984032,53.5,1090.0,1036.5,228.33333333333334,174.83333333333334,53.5,15.0,17.0,2.0,16.833333333333332,0.3055555555555565,17.0,2.0,4.0,2.0,3.0,1.0,2.0,57.0,120.0,63.0,88.41666666666667,31.416666666666668,57.0,2.18,3.98,1.7999999999999998,3.405,0.5750000000000001,3.98,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.833333333333333,0.3055555555555558,5.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,10.0,11.833333333333334,4.833333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.1666666666666667,0.30555555555555564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.1666666666666667,0.30555555555555564,1.0,9.7075,29.48,19.7725,18.985000000000003,9.277500000000002,9.7075,0.0,1.97,1.97,1.5920833333333333,0.3779166666666666,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,166.0,151.0,48.0,33.0,15.0,1.6507,AsBr5F6,-1.387613625208333
8.0,36.0,28.0,15.058823529411764,9.384083044982699,9.0,84.0,101.0,17.0,93.17647058823529,2.0553633217993053,93.0,15.9994,83.798,67.79860000000001,33.3177552,22.253009317647056,18.9984032,53.5,1090.0,1036.5,134.3635294117647,127.89093425605533,53.5,15.0,18.0,3.0,16.941176470588236,0.3391003460207611,17.0,2.0,4.0,2.0,2.4705882352941178,0.7197231833910035,2.0,57.0,120.0,63.0,71.82352941176471,21.612456747404845,57.0,2.18,3.98,1.7999999999999998,3.6670588235294117,0.4417993079584775,3.98,2.0,2.0,0.0,2.0,0.0,2.0,3.0,6.0,3.0,4.9411764705882355,0.3391003460207611,5.0,0.0,10.0,10.0,2.3529411764705883,3.598615916955017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,12.0,9.294117647058824,3.6262975778546718,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0588235294117647,0.3391003460207612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0588235294117647,0.3391003460207612,1.0,9.105,36.06,26.955000000000002,14.668823529411766,7.6587889273356415,9.7075,0.0,7.535,7.535,2.362764705882353,1.2169965397923874,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,51.294117647058826,55.86159169550172,15.0,2.4845,AsBrKr2OF12,-1.3235116206372548
8.0,35.0,27.0,13.454545454545455,7.47107438016529,9.0,84.0,95.0,11.0,91.81818181818181,2.2975206611570282,93.0,15.9994,79.904,63.904599999999995,29.346565963636365,17.478630558677686,18.9984032,53.5,1090.0,1036.5,167.14545454545453,185.72892561983468,53.5,15.0,17.0,2.0,16.727272727272727,0.4462809917355376,17.0,2.0,4.0,2.0,2.3636363636363638,0.5950413223140497,2.0,57.0,120.0,63.0,69.18181818181819,18.297520661157026,57.0,2.18,3.98,1.7999999999999998,3.674545454545455,0.4442975206611569,3.98,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.7272727272727275,0.44628099173553704,5.0,0.0,10.0,10.0,1.8181818181818181,2.975206611570248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,8.545454545454545,2.710743801652892,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2727272727272727,0.4462809917355372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.2727272727272727,0.4462809917355372,1.0,9.105,29.48,20.375,12.583636363636366,4.815950413223143,9.7075,0.0,1.97,1.97,1.565181818181818,0.5888264462809918,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,166.0,154.0,32.90909090909091,29.85123966942149,15.0,3.1609076728104357,AsBrOF8,-1.830460816590909
6.0,33.0,27.0,8.166666666666666,2.1666666666666665,6.0,77.0,93.0,16.0,84.75,7.791666666666667,77.0,12.0107,74.9216,62.9109,17.05797373333333,5.047273733333332,12.0107,53.5,3823.0,3769.5,1967.0416666666667,1855.9583333333333,3823.0,14.0,17.0,3.0,15.444444444444445,1.4691358024691359,14.0,2.0,4.0,2.0,2.0555555555555554,0.1080246913580245,2.0,57.0,119.0,62.0,68.22222222222223,10.598765432098766,76.0,2.18,3.98,1.7999999999999998,3.215,0.7225000000000001,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.4444444444444446,1.4691358024691359,2.0,0.0,10.0,10.0,0.2777777777777778,0.5401234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,5.722222222222222,1.7222222222222223,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5555555555555554,1.4691358024691359,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.5555555555555554,1.4691358024691359,4.0,5.64,22.175,16.535,8.020069444444443,2.3800694444444446,5.64,0.0,4.496,4.496,3.1782777777777778,1.3177222222222225,4.496,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,179.0,108.69444444444444,88.4891975308642,194.0,3.2096,AsC18F17,-0.989525940972223
6.0,33.0,27.0,10.454545454545455,4.099173553719009,9.0,77.0,93.0,16.0,88.18181818181819,5.256198347107437,93.0,12.0107,74.9216,62.9109,22.266565381818182,9.57364265785124,18.9984032,53.5,3823.0,3769.5,833.3272727272728,1133.8214876033057,53.5,14.0,17.0,3.0,16.09090909090909,0.9917355371900828,17.0,2.0,4.0,2.0,2.1818181818181817,0.33057851239669406,2.0,57.0,119.0,62.0,67.72727272727273,12.330578512396698,57.0,2.18,3.98,1.7999999999999998,3.458181818181818,0.5692561983471074,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.090909090909091,0.9917355371900828,5.0,0.0,10.0,10.0,0.9090909090909091,1.6528925619834711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,7.0,1.4545454545454546,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9090909090909092,0.9917355371900828,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.9090909090909092,0.9917355371900828,1.0,5.64,22.175,16.535,9.991818181818182,2.2151239669421496,9.7075,0.0,4.496,4.496,1.8920000000000001,1.032,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,60.72727272727273,67.60330578512398,15.0,1.1157,AsC2(OF3)2,-1.5443947629545456
6.0,33.0,27.0,10.941176470588236,4.73356401384083,9.0,77.0,94.0,17.0,87.88235294117646,6.37370242214533,93.0,12.0107,74.9216,62.9109,23.077742494117647,10.467015296885814,18.9984032,53.5,3823.0,3769.5,802.2029411764705,1100.0221453287197,53.5,14.0,17.0,3.0,16.0,1.1764705882352942,17.0,2.0,4.0,2.0,2.2941176470588234,0.44982698961937706,2.0,57.0,119.0,62.0,74.41176470588235,15.54325259515571,57.0,2.18,3.98,1.7999999999999998,3.3111764705882356,0.550795847750865,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.0,1.1764705882352942,5.0,0.0,10.0,10.0,0.5882352941176471,1.1072664359861593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.588235294117647,1.474048442906574,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.1764705882352942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.1764705882352942,1.0,5.64,24.4975,18.857499999999998,13.22625,5.57529411764706,9.7075,0.0,6.437,6.437,3.180470588235294,1.6136678200692043,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,179.0,95.70588235294117,77.65397923875432,15.0,1.3701,AsC3N3Cl3F7,-1.024557728088235
6.0,33.0,27.0,10.272727272727273,4.132231404958678,9.0,77.0,93.0,16.0,87.27272727272727,6.247933884297521,93.0,12.0107,74.9216,62.9109,21.90395629090909,9.639571583471074,18.9984032,53.5,3823.0,3769.5,1175.890909090909,1443.877685950413,53.5,14.0,17.0,3.0,15.909090909090908,1.206611570247934,17.0,2.0,4.0,2.0,2.1818181818181817,0.33057851239669406,2.0,57.0,119.0,62.0,68.63636363636364,13.173553719008266,57.0,2.18,3.98,1.7999999999999998,3.377272727272727,0.6689256198347109,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.909090909090909,1.2066115702479339,5.0,0.0,10.0,10.0,0.9090909090909091,1.652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.818181818181818,1.6859504132231402,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.090909090909091,1.2066115702479339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.090909090909091,1.2066115702479339,1.0,5.64,22.175,16.535,9.67681818181818,2.3058677685950415,9.7075,0.0,4.496,4.496,2.3007272727272725,1.1974214876033058,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,77.27272727272727,79.80165289256198,15.0,0.6292999999999997,AsC3OF6,-0.8011860511363648
6.0,33.0,27.0,10.88888888888889,4.160493827160494,9.0,77.0,93.0,16.0,88.38888888888889,5.123456790123457,93.0,12.0107,74.9216,62.9109,22.841079555555552,8.861364641975307,18.9984032,53.5,3823.0,3769.5,795.6738888888889,1041.8116049382718,53.5,14.0,17.0,3.0,16.11111111111111,0.9876543209876544,17.0,2.0,4.0,2.0,2.2777777777777777,0.4320987654320987,2.0,57.0,119.0,62.0,72.38888888888889,17.253086419753085,57.0,2.18,3.98,1.7999999999999998,3.356111111111111,0.6932098765432099,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.111111111111111,0.9876543209876544,5.0,0.0,10.0,10.0,0.5555555555555556,1.0493827160493825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.666666666666667,1.296296296296296,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8888888888888888,0.9876543209876544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8888888888888888,0.9876543209876544,1.0,5.64,25.786875,20.146874999999998,12.68329861111111,5.654209104938271,9.7075,0.0,6.437,6.437,2.568388888888889,1.0723827160493826,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,179.0,72.33333333333333,64.48148148148147,15.0,0.6842,AsC3S3NF10,-1.455783611666667
6.0,33.0,27.0,10.789473684210526,3.9833795013850413,9.0,77.0,93.0,16.0,88.63157894736842,5.058171745152354,93.0,12.0107,74.9216,62.9109,22.638833431578945,8.480133291966757,18.9984032,53.5,3823.0,3769.5,756.6121052631579,1003.4264819944598,53.5,14.0,17.0,3.0,16.157894736842106,0.9750692520775622,17.0,2.0,4.0,2.0,2.263157894736842,0.41551246537396114,2.0,57.0,119.0,62.0,71.57894736842105,16.941828254847646,57.0,2.18,3.98,1.7999999999999998,3.3889473684210527,0.6843767313019391,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.157894736842105,0.9750692520775623,5.0,0.0,10.0,10.0,0.5263157894736842,0.9972299168975068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.684210526315789,1.2409972299168972,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8421052631578947,0.9750692520775623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8421052631578947,0.9750692520775623,1.0,5.64,25.786875,20.146874999999998,12.526677631578949,5.439051246537397,9.7075,0.0,6.437,6.437,2.5368947368421053,1.0292022160664822,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,179.0,69.3157894736842,62.89196675900276,15.0,0.5439999999999999,AsC3S3NF11,-1.5398043918421045
6.0,33.0,27.0,10.666666666666666,3.8055555555555554,9.0,77.0,94.0,17.0,89.125,5.010416666666667,93.0,12.0107,74.9216,62.9109,22.374101733333333,8.173924277777779,18.9984032,53.5,3823.0,3769.5,762.7925,1047.3364583333334,53.5,14.0,17.0,3.0,16.25,0.9375,17.0,2.0,4.0,2.0,2.25,0.3958333333333333,2.0,57.0,119.0,62.0,71.25,16.3125,57.0,2.18,3.98,1.7999999999999998,3.436666666666667,0.5891666666666665,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.25,0.9375,5.0,0.0,10.0,10.0,0.4166666666666667,0.7986111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.666666666666667,1.111111111111111,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.75,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.75,0.9375,1.0,5.64,25.786875,20.146874999999998,12.071302083333334,5.198936631944445,9.7075,0.0,4.496,4.496,2.207666666666667,0.8103333333333335,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,59.541666666666664,56.177083333333336,15.0,3.0753,AsC4S2Cl2O2F13,-1.5700259905208334
6.0,33.0,27.0,11.090909090909092,4.851239669421488,9.0,77.0,94.0,17.0,86.31818181818181,5.169421487603307,93.0,12.0107,74.9216,62.9109,22.961273454545452,10.305335074380165,18.9984032,53.5,3823.0,3769.5,859.4518181818181,1098.6128099173552,53.5,14.0,17.0,3.0,15.727272727272727,0.9586776859504134,17.0,2.0,4.0,2.0,2.3636363636363638,0.4958677685950413,2.0,57.0,119.0,62.0,79.45454545454545,16.983471074380166,57.0,2.18,3.98,1.7999999999999998,3.0890909090909093,0.4816528925619835,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,3.727272727272727,0.9586776859504134,5.0,0.0,10.0,10.0,0.45454545454545453,0.8677685950413223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,6.181818181818182,1.322314049586777,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.272727272727273,0.9586776859504134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.272727272727273,0.9586776859504134,1.0,5.64,25.786875,20.146874999999998,14.668181818181814,6.549318181818182,9.7075,0.0,6.437,6.437,3.0625454545454547,1.7483305785123968,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,101.13636363636364,73.43388429752066,15.0,1.4993999999999998,AsC4S4N4Cl2O2F5,-0.7869735970454547
6.0,33.0,27.0,13.2,7.919999999999999,9.0,77.0,93.0,16.0,88.0,6.0,93.0,12.0107,74.9216,62.9109,28.78550192,18.454439232000002,18.9984032,53.5,3823.0,3769.5,1014.7,1153.44,53.5,14.0,17.0,3.0,16.0,1.2,17.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,57.0,119.0,62.0,73.2,19.44,57.0,2.18,3.98,1.7999999999999998,3.3340000000000005,0.7751999999999999,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.0,1.2,5.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,8.0,2.8,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.2,1.0,5.64,22.175,16.535,11.3875,4.3149999999999995,9.7075,0.0,4.496,4.496,2.0812,0.96592,1.97,0.0,0.0,0.0,0.0,0.0,0.0,15.0,194.0,179.0,81.0,79.2,15.0,3.3193,AsCF3,-1.4845823502499995
