MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap,formula,formation_energy
7.0,56.0,49.0,28.88888888888889,19.456790123456788,7.0,9.0,82.0,73.0,57.0,32.0,82.0,14.0067,137.327,123.3203,68.14308888888888,48.12123456790123,14.0067,63.05,1211.4,1148.3500000000001,630.5555555555555,504.4493827160495,63.05,2.0,15.0,13.0,10.444444444444445,5.62962962962963,15.0,2.0,6.0,4.0,3.7777777777777777,1.5802469135802468,2.0,71.0,215.0,144.0,129.88888888888889,56.74074074074073,71.0,0.89,3.04,2.15,2.0944444444444446,0.8404938271604938,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.7777777777777777,1.1851851851851853,3.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.0,3.5555555555555554,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,14.76875,63.59,48.821250000000006,32.87277777777778,20.47814814814815,14.76875,0.0,6.437,6.437,2.946,3.1031111111111116,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,212.55555555555554,16.49382716049383,194.0,0.5570000000000004,Ba3(GeN2)2,-0.4672958200000007
1.0,77.0,76.0,19.647058823529413,26.325259515570934,1.0,9.0,92.0,83.0,73.58823529411765,25.99307958477508,92.0,1.00794,192.217,191.20906000000002,47.559428235294114,65.71974809688581,1.00794,14.01,2739.0,2724.99,508.595294117647,698.238062283737,14.01,1.0,9.0,8.0,2.1176470588235294,1.619377162629758,1.0,1.0,6.0,5.0,2.4705882352941178,2.0761245674740487,1.0,31.0,215.0,184.0,76.41176470588235,64.11072664359861,31.0,0.89,2.2,1.31,1.9688235294117646,0.3807612456747407,2.2,1.0,2.0,1.0,1.2941176470588236,0.41522491349480967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.8235294117647058,1.453287197231834,0.0,0.0,14.0,14.0,1.6470588235294117,2.906574394463668,0.0,1.0,23.0,22.0,3.764705882352941,4.525951557093426,1.0,0.0,1.0,1.0,0.7058823529411765,0.41522491349480967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.35294117647058826,0.6228373702422145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0588235294117647,0.4567474048442907,1.0,6.615,63.59,56.975,17.562941176470588,16.24484429065744,6.615,0.0,7.853,7.853,5.543294117647058,3.2607612456747406,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,203.8235294117647,13.86851211072664,194.0,3.1535,Ba3(H6Ir)2,-0.548545262058825
7.0,56.0,49.0,32.666666666666664,22.814814814814813,7.0,9.0,82.0,73.0,56.111111111111114,31.407407407407405,82.0,14.0067,137.327,123.3203,77.51597777777778,56.45269135802469,14.0067,63.05,1000.0,936.95,456.85555555555555,362.09629629629626,63.05,2.0,15.0,13.0,10.222222222222221,5.481481481481482,15.0,2.0,6.0,4.0,4.0,1.7777777777777777,2.0,71.0,215.0,144.0,134.77777777777777,56.69135802469136,71.0,0.89,3.04,2.15,2.0433333333333334,0.8859259259259259,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5555555555555556,1.2839506172839508,3.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,5.777777777777778,3.2098765432098766,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4444444444444446,1.6296296296296295,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4444444444444446,1.6296296296296295,3.0,14.76875,63.59,48.821250000000006,33.15166666666667,20.29222222222222,14.76875,0.0,6.437,6.437,2.860888888888889,3.178765432098766,6.437,0.0,0.0,0.0,0.0,0.0,0.0,139.0,229.0,90.0,193.44444444444446,24.197530864197525,194.0,0.9989,Ba3(InN2)2,-0.3962786059259263
15.0,56.0,41.0,36.22222222222222,18.864197530864196,15.0,9.0,83.0,74.0,56.55555555555556,31.70370370370371,83.0,30.973762,137.327,106.353238,85.05689422222221,48.07389530864197,30.973762,317.3,1000.0,682.7,569.8555555555555,286.76296296296294,317.3,2.0,15.0,13.0,10.222222222222221,5.481481481481482,15.0,3.0,6.0,3.0,4.444444444444445,1.2839506172839505,3.0,107.0,215.0,108.0,150.77777777777777,42.81481481481481,107.0,0.89,2.19,1.2999999999999998,1.6655555555555557,0.517037037037037,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.5555555555555556,1.2839506172839508,3.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,5.777777777777778,3.2098765432098766,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4444444444444446,1.6296296296296295,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4444444444444446,1.6296296296296295,3.0,22.5702380952,63.59,41.019761904800006,36.61899470897778,17.98067019401482,22.5702380952,0.0,1.625,1.625,0.7222222222222222,0.802469135802469,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,108.11111111111111,94.32098765432099,2.0,1.1082,Ba3(InP2)2,-0.7858189174338632
53.0,57.0,4.0,54.0,1.411764705882353,53.0,9.0,96.0,87.0,70.88235294117646,35.46020761245675,96.0,126.90447,138.90547,12.001000000000005,130.1556223529412,4.5898621453287305,126.90447,386.85,1193.0,806.15,589.8941176470589,286.6505190311419,386.85,2.0,17.0,15.0,12.705882352941176,6.062283737024222,17.0,5.0,6.0,1.0,5.294117647058823,0.4152249134948096,5.0,139.0,215.0,76.0,160.41176470588235,30.228373702422147,139.0,0.89,2.66,1.77,2.1641176470588235,0.7000692041522492,2.66,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.5294117647058822,2.0761245674740487,5.0,0.0,10.0,10.0,7.176470588235294,3.9861591695501724,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,15.0,12.705882352941176,6.062283737024222,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7058823529411765,0.41522491349480967,1.0,0.0,9.0,9.0,1.0588235294117647,1.8685121107266436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.7647058823529411,1.7024221453287198,1.0,36.8975,63.59,26.692500000000003,45.926176470588246,6.234290657439453,43.015,0.0,1.062,1.062,0.7496470588235294,0.4409688581314879,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,108.41176470588235,62.69896193771627,64.0,2.4533000000000005,Ba3(LaI6)2,-1.853259237352942
8.0,56.0,48.0,23.428571428571427,17.632653061224488,8.0,9.0,87.0,78.0,68.63265306122449,20.991253644314867,87.0,15.9994,137.327,121.3276,52.800902040816325,42.058859475218654,15.9994,54.8,2896.0,2841.2,1156.3755102040816,1278.0914618908787,54.8,2.0,16.0,14.0,11.46938775510204,5.177842565597667,16.0,2.0,6.0,4.0,3.3469387755102042,1.5393586005830908,2.0,66.0,215.0,149.0,107.44897959183673,47.37026239067055,66.0,0.89,3.44,2.55,2.813673469387755,0.715801749271137,3.44,1.0,2.0,1.0,1.6326530612244898,0.46480633069554356,2.0,0.0,4.0,4.0,2.2857142857142856,1.9591836734693877,4.0,0.0,5.0,5.0,1.836734693877551,2.3240316534777175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.755102040816326,0.45980841316118315,6.0,0.0,1.0,1.0,0.3673469387755102,0.46480633069554356,0.0,0.0,2.0,2.0,1.1428571428571428,0.9795918367346939,2.0,0.0,5.0,5.0,1.836734693877551,2.3240316534777175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.3469387755102042,1.9491878384006667,2.0,9.105,63.59,54.485,14.859795918367348,6.576909620991254,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571429,12.0,0.7401,Ba3(Mo9O14)2,-1.5828906685714297
11.0,56.0,45.0,43.77777777777778,14.567901234567902,51.0,2.0,85.0,83.0,41.22222222222222,38.913580246913575,85.0,22.98976928,137.327,114.33723072,105.00005984,36.449018026666664,121.76,370.87,1000.0,629.13,817.4288888888889,198.47061728395062,903.78,1.0,15.0,14.0,7.555555555555555,6.617283950617284,15.0,3.0,6.0,3.0,4.888888888888889,0.8395061728395059,5.0,139.0,215.0,76.0,170.33333333333334,29.77777777777778,139.0,0.89,2.05,1.1599999999999997,1.4144444444444444,0.5649382716049381,2.05,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,3.0,3.0,1.3333333333333333,1.4814814814814814,3.0,0.0,10.0,10.0,4.444444444444445,4.938271604938271,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,7.555555555555555,6.617283950617284,15.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,3.0,3.0,1.3333333333333333,1.4814814814814814,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.5555555555555556,1.2839506172839508,3.0,29.2433333333,63.59,34.3466666667,41.72185185184444,14.578765432103703,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,201.0,31.11111111111111,166.0,0.9388,Ba3(NaSb2)2,-0.8887802341954019
15.0,56.0,41.0,25.076923076923077,14.272189349112427,16.0,9.0,88.0,79.0,69.0,27.692307692307693,88.0,30.973762,137.327,106.353238,56.18834799999999,37.44860861538461,32.065,317.3,1000.0,682.7,518.5753846153846,222.1959763313609,388.36,2.0,16.0,14.0,12.615384615384615,4.899408284023669,16.0,3.0,6.0,3.0,3.6923076923076925,1.0650887573964498,3.0,105.0,215.0,110.0,130.69230769230768,38.91124260355029,105.0,0.89,2.58,1.69,2.13,0.5723076923076924,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.923076923076923,1.3491124260355032,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.923076923076923,1.3491124260355027,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,22.5702380952,63.59,41.019761904800006,34.0158058608,13.649628064246155,25.786875,0.0,2.202,2.202,1.605076923076923,0.7408047337278106,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,96.23076923076923,61.27810650887573,70.0,2.1538,Ba3(PS4)2,-1.5672991626373511
15.0,56.0,41.0,36.15384615384615,9.159763313609467,34.0,9.0,89.0,80.0,69.61538461538461,27.976331360946748,89.0,30.973762,137.327,106.353238,85.04680953846153,24.12931867455621,78.96,317.3,1000.0,682.7,583.5846153846154,192.19171597633138,494.0,2.0,16.0,14.0,12.615384615384615,4.899408284023669,16.0,3.0,6.0,3.0,4.3076923076923075,0.7810650887573964,4.0,107.0,215.0,108.0,139.92307692307693,34.6508875739645,120.0,0.89,2.55,1.6599999999999997,2.1115384615384616,0.5637869822485205,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.923076923076923,1.3491124260355032,4.0,0.0,10.0,10.0,6.153846153846154,4.733727810650888,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,11.076923076923077,6.059171597633137,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,22.5702380952,63.59,41.019761904800006,34.097728937723076,13.61181741335858,25.92,0.0,1.625,1.625,0.7416923076923077,0.342319526627219,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,61.76923076923077,77.18343195266272,14.0,1.1278,Ba3(PSe4)2,-1.375478198502747
8.0,56.0,48.0,28.90909090909091,22.8099173553719,8.0,9.0,87.0,78.0,65.36363636363636,30.74380165289256,87.0,15.9994,137.327,121.3276,68.31794545454545,57.074776859504134,15.9994,54.8,1000.0,945.2,466.9418181818182,449.6092561983471,54.8,2.0,16.0,14.0,12.0,5.454545454545454,16.0,2.0,6.0,4.0,3.6363636363636362,1.7851239669421488,2.0,66.0,215.0,149.0,119.9090909090909,58.8099173553719,66.0,0.89,3.44,2.55,2.4918181818181817,1.0343801652892564,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.727272727272727,1.487603305785124,4.0,0.0,10.0,10.0,1.8181818181818181,2.975206611570248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,6.545454545454546,3.074380165289256,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6363636363636365,0.8925619834710744,2.0,9.105,63.59,54.485,28.04727272727273,20.664297520661158,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,99.18181818181819,95.10743801652892,12.0,2.9311,Ba3(SbO3)2,-2.5729393106060585
14.0,56.0,42.0,36.44444444444444,13.037037037037036,33.0,9.0,84.0,75.0,57.666666666666664,32.44444444444444,84.0,28.0855,137.327,109.2415,85.31537777777777,34.67441481481481,74.9216,1000.0,1687.0,687.0,1192.6666666666667,219.70370370370375,1090.0,2.0,15.0,13.0,10.444444444444445,5.62962962962963,15.0,3.0,6.0,3.0,4.444444444444445,1.0370370370370372,4.0,111.0,215.0,104.0,149.22222222222223,43.851851851851855,119.0,0.89,2.18,1.29,1.6877777777777778,0.5318518518518519,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.7777777777777777,1.1851851851851853,3.0,0.0,10.0,10.0,4.444444444444445,4.938271604938271,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,8.222222222222221,6.0246913580246915,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,20.44,63.59,43.150000000000006,35.59444444444445,18.663703703703707,22.175,0.0,0.773,0.773,0.17177777777777778,0.2672098765432099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,200.55555555555554,30.71604938271605,166.0,0.8265000000000002,Ba3(SiAs2)2,-0.8022187861111097
33.0,56.0,23.0,44.44444444444444,10.17283950617284,33.0,9.0,84.0,75.0,58.111111111111114,32.74074074074073,84.0,74.9216,137.327,62.4054,105.45415555555554,27.140049382716047,74.9216,505.08,1090.0,584.9200000000001,930.0177777777777,188.86123456790128,1090.0,2.0,15.0,13.0,10.444444444444445,5.62962962962963,15.0,4.0,6.0,2.0,4.888888888888889,0.7901234567901234,4.0,119.0,215.0,96.0,155.44444444444446,39.70370370370371,119.0,0.89,2.18,1.29,1.7011111111111112,0.5407407407407407,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.7777777777777777,1.1851851851851853,3.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,10.444444444444445,5.62962962962963,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,22.175,63.59,41.415000000000006,38.44888888888889,16.760740740740744,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,229.0,88.0,181.44444444444446,31.70370370370371,166.0,0.7525,Ba3(SnAs2)2,-0.8162519216666672
15.0,56.0,41.0,36.44444444444444,19.061728395061728,15.0,9.0,83.0,74.0,57.666666666666664,32.44444444444444,83.0,30.973762,137.327,106.353238,85.9217831111111,48.84268543209876,30.973762,317.3,1000.0,682.7,586.5955555555555,275.6029629629629,317.3,2.0,15.0,13.0,10.444444444444445,5.62962962962963,15.0,3.0,6.0,3.0,4.444444444444445,1.2839506172839505,3.0,107.0,215.0,108.0,150.11111111111111,43.25925925925927,107.0,0.89,2.19,1.2999999999999998,1.7055555555555555,0.5437037037037036,2.19,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.7777777777777777,1.1851851851851853,3.0,0.0,10.0,10.0,2.2222222222222223,3.45679012345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.0,3.5555555555555554,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.2222222222222223,1.4814814814814814,3.0,22.5702380952,63.59,41.019761904800006,38.62455026453333,16.643633156977778,22.5702380952,0.0,1.625,1.625,0.7222222222222222,0.802469135802469,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,108.55555555555556,94.71604938271604,2.0,0.8061999999999996,Ba3(SnP2)2,-0.7633289962301583
16.0,73.0,57.0,34.0,22.153846153846153,16.0,9.0,88.0,79.0,63.61538461538461,30.01183431952663,88.0,32.065,180.94788,148.88288,79.26128923076924,58.08774059171598,32.065,388.36,3290.0,2901.64,975.9138461538462,723.1431952662722,388.36,2.0,16.0,14.0,11.076923076923077,6.059171597633137,16.0,3.0,6.0,3.0,4.153846153846154,1.4201183431952664,3.0,105.0,215.0,110.0,140.3846153846154,43.55029585798817,105.0,0.89,2.58,1.69,2.023846153846154,0.6844970414201185,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4615384615384617,1.893491124260355,4.0,0.0,3.0,3.0,0.46153846153846156,0.7810650887573964,0.0,0.0,14.0,14.0,2.1538461538461537,3.6449704142011834,0.0,2.0,19.0,17.0,7.076923076923077,3.668639053254438,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2307692307692308,0.9467455621301775,2.0,0.0,7.0,7.0,1.0769230769230769,1.8224852071005917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.3076923076923075,1.4437869822485205,2.0,18.12,63.59,45.47,33.331153846153846,13.965621301775151,25.786875,0.0,2.202,2.202,1.355076923076923,1.0423668639053254,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,131.15384615384616,75.26627218934912,70.0,0.7451999999999996,Ba3(TaS4)2,-1.84273351548717
39.0,56.0,17.0,51.88235294117647,3.0311418685121105,53.0,9.0,96.0,87.0,70.76470588235294,35.62629757785468,96.0,88.90585,137.327,48.42115,124.27331411764708,8.321756262975768,126.90447,386.85,1799.0,1412.15,661.1882352941177,387.30103806228374,386.85,2.0,17.0,15.0,12.705882352941176,6.062283737024222,17.0,5.0,6.0,1.0,5.176470588235294,0.29065743944636696,5.0,139.0,215.0,76.0,158.41176470588235,27.40484429065744,139.0,0.89,2.66,1.77,2.178235294117647,0.6801384083044983,2.66,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.5294117647058822,2.0761245674740487,5.0,0.0,10.0,10.0,7.176470588235294,3.9861591695501724,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,15.0,12.705882352941176,6.062283737024222,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7058823529411765,0.41522491349480967,1.0,0.0,9.0,9.0,1.0588235294117647,1.8685121107266436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.7647058823529411,1.7024221453287198,1.0,32.365,63.59,31.225,45.39294117647059,6.422491349480972,43.015,0.0,1.062,1.062,0.7496470588235294,0.4409688581314879,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,108.41176470588235,62.69896193771627,64.0,2.3958,Ba3(YI6)2,-1.7976708649999995
8.0,56.0,48.0,20.875,17.8828125,8.0,9.0,87.0,78.0,78.4375,13.69921875,87.0,15.9994,137.327,121.3276,47.8903586625,44.47048575234375,15.9994,54.8,1000.0,945.2,357.513125,397.31097656250006,54.8,2.0,16.0,14.0,14.3125,2.47265625,16.0,2.0,6.0,4.0,3.0,1.3125,2.0,66.0,215.0,149.0,97.09375,40.810546875,66.0,0.89,3.44,2.55,2.8259374999999998,0.8059570312500001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.25,0.984375,4.0,0.0,10.0,10.0,1.875,3.046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,7.125,2.953125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1875,0.65625,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1875,0.65625,2.0,9.105,63.59,54.485,18.884218750000002,13.135751953125,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,74.53125,82.072265625,12.0,1.358,Ba3Al2(Sb2O7)3,-2.31914127734375
8.0,56.0,48.0,16.6,11.82,8.0,9.0,87.0,78.0,72.55,19.065,87.0,15.9994,137.327,121.3276,37.10966886,30.065199342,15.9994,54.8,1687.0,1632.2,529.277,569.3724,54.8,2.0,16.0,14.0,13.3,3.45,16.0,2.0,6.0,4.0,2.85,1.02,2.0,66.0,215.0,149.0,100.6,41.519999999999996,66.0,0.89,3.44,2.55,2.6435000000000004,0.9557999999999998,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.8,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3,1.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.3,1.05,2.0,9.105,63.59,54.485,19.7155,13.3797,9.105,0.0,0.773,0.773,0.11595,0.197115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.1,103.31999999999998,12.0,3.2933,Ba3Al2(SiO4)3,-3.1557153312500006
