formula,bandgap,formation_energy,n_sites,volume,density,volume_per_atm,n_elements,mean_electronegativity,electronegativity_diff,mean_atomicmass,mean_row,mean_group
AlN,3.268700000000001,-1.564381941874998,4,39.78349858246672,3.421648371142057,9.94587464561668,2,2.325,1.43,20.4941193,2.5,14.0
AlN,3.3056,-1.658923009375,2,20.83454669051882,3.2668131720133866,10.41727334525941,2,2.325,1.43,20.4941193,2.5,14.0
AlNiF5,1.9441000000000002,-3.110630491428572,7,81.61494675825264,3.6758528736742737,11.659278108321805,3,2.5,2.37,34.89111393333333,3.0,13.333333333333334
AlO3,2.3217,-1.75555447125,8,82.00729424483205,3.0364807537972176,10.250911780604007,2,2.525,1.8299999999999998,21.4904693,2.5,14.5
AlP,1.6294,-0.737248783988095,2,40.983457924417976,2.3481923139522247,20.491728962208988,2,1.9,0.5799999999999998,28.9776503,3.0,14.0
AlP,1.9532999999999991,-0.732814428988096,4,81.97411556050663,2.3479860743668124,20.493528890126658,2,1.9,0.5799999999999998,28.9776503,3.0,14.0
AlP,2.3944,-0.068993173988094,8,728.5351991659587,0.5283864994167845,91.06689989574484,2,1.9,0.5799999999999998,28.9776503,3.0,14.0
AlPO4,2.9478,-2.759677032440476,6,49.66819328035037,4.077208020661643,8.278032213391729,3,2.4133333333333336,1.8299999999999998,24.651566866666666,2.6666666666666665,14.666666666666666
AlPS4,2.8369999999999997,-0.6891077448710311,6,155.82331246717212,1.984412839010375,25.97055207786202,3,2.1266666666666665,0.97,30.006766866666666,3.0,14.666666666666666
AlRhO3,1.7659,-2.223008536,10,98.89501139978404,5.973716657665525,9.889501139978403,3,2.4433333333333334,1.8299999999999998,48.62881286666667,3.3333333333333335,12.666666666666666
AlSb,0.9179,-0.24409026249999802,4,118.23050903295669,4.178128607189259,29.557627258239172,2,1.83,0.4399999999999997,74.3707693,4.0,14.0
AlSb,1.2255,-0.252975485,2,59.15180866014199,4.175546641957563,29.575904330070994,2,1.83,0.4399999999999997,74.3707693,4.0,14.0
AlSbO3,1.1346,-2.269544728999999,5,52.901571703463354,6.175506924173676,10.58031434069267,3,2.3666666666666667,1.8299999999999998,54.91364620000001,3.3333333333333335,14.666666666666666
AlSbO4,1.6178,-2.5433669,6,61.01378780609018,5.789865927622764,10.168964634348363,3,2.3666666666666667,1.8299999999999998,54.91364620000001,3.3333333333333335,14.666666666666666
AlSiTe3,1.2504,-0.332382315999998,10,304.87831837107495,4.7697411116170985,30.487831837107496,3,1.8699999999999999,0.49,60.88901286666667,3.6666666666666665,14.333333333333334
AlTlO2,2.196999999999999,-2.429437737083335,8,132.1450758894633,6.618871089741419,16.518134486182912,3,2.223333333333333,1.8299999999999998,82.4547462,3.6666666666666665,14.0
AlTlSe2,0.587299999999999,-0.8912764307812501,8,212.69838677612154,6.078303585009479,26.587298347015192,3,1.9266666666666667,0.9399999999999997,103.44161286666666,4.333333333333333,14.0
