id,formula,bandgap,formation_energy,density,volume,n_elements,energy_per_volume,is_binary,is_ternary,bg_category
mp-23680,H(CO)2,2.8934,-0.894317705749999,1.708093959411746,221.7616983977793,3,-0.004032787051196911,0,1,wide
mp-675395,H(CO)2,2.8322000000000003,-0.9266503035,1.779719273909909,425.673670016467,3,-0.0021769030334062075,0,1,wide
mp-675784,H(CO)2,2.854899999999999,-0.8921308132500011,1.767854219537199,107.13265077968322,3,-0.008327347515041474,0,1,wide
mp-675026,H(WO3)2,1.1597,-1.651447156805555,6.635632616281278,116.28529558944597,3,-0.01420168516091763,0,1,medium
mp-1224441,H(WO3)4,0.590499999999999,-1.911220199485293,6.640162336233376,232.15987781740648,3,-0.008232344957505819,0,1,narrow
mp-32854,H11O8,1.0035,-1.036703904407894,1.121431138699857,205.9439792439808,2,-0.005033912174629374,1,0,medium
mp-1196283,H12C71F4,1.1884,0.14231808643678,1.568978314420352,1991.507249961222,3,7.146249979233125e-05,0,1,medium
mp-605048,H13(C5N)2,3.1208,-0.0748816567,1.065863895893059,2009.398164251424,3,-3.7265713700846445e-05,0,1,wide
mp-1203177,H18WC6,2.719,0.000480644199998,1.913730141274276,1902.3202447810447,3,2.526620853227169e-07,0,1,wide
mp-707412,H22C10O3,0.5587000000000001,-0.125108674357143,0.8422500288761331,1500.5861133638653,3,-8.337320547148526e-05,0,1,narrow
mp-995217,H2C3,1.969799999999999,0.014660348499999,1.368174783481111,184.7137016645292,2,7.93679535837825e-05,1,0,medium
mp-559232,H2C3O4,2.9918,-1.049026539722221,1.504989408235208,450.3704045666552,3,-0.0023292528307484826,0,1,wide
mp-995206,H2CO,2.4383,-0.5903169624999991,1.137173339158092,175.37981620238705,3,-0.0033659344346602437,0,1,medium
mp-625104,H2CO2,2.9854000000000003,-0.7509964089999991,1.339696109144191,228.19187433165692,3,-0.0032910742821126555,0,1,wide
mp-625105,H2CO2,3.2846,-0.748908933999999,1.122395381863535,272.3708339505714,3,-0.002749592983718321,0,1,wide
mp-28399,H2CS3,2.0064,0.071533956130951,1.490529980081896,1473.5207639016091,3,4.8546283081578285e-05,0,1,medium
mp-709098,H2CS3,2.045,0.069109036755951,1.51860745946791,1928.3691877716053,3,3.5838073536018466e-05,0,1,medium
mp-28349,H2NO2,3.3779,-0.7369396585000001,1.718328214490927,371.2509721929608,3,-0.0019850174509899185,0,1,wide
mp-28475,H2Pb3O4,2.839199999999999,-1.404777213055553,7.43556962410765,614.2416002985419,3,-0.0022870108640847256,0,1,wide
mp-690727,H2PbO2,2.5105,-1.184170566499999,4.772996720215322,335.67707924957296,3,-0.003527707549014923,0,1,wide
mp-707293,H2S2O7,2.1849,-1.421505995681817,1.872620344360009,1263.7317325775523,3,-0.0011248479080148306,0,1,medium
mp-23866,H2SeO4,3.383099999999999,-1.103392158549106,3.060424958807631,314.64143757963063,3,-0.0035068240440194894,0,1,wide
mp-626024,H2SeO4,3.393,-1.101808946763392,2.590896176561134,371.66155763211975,3,-0.0029645491284680863,0,1,wide
mp-1181092,H2W2O7,1.003799999999999,-1.497746203863635,6.254007490700278,255.7936983240237,3,-0.005855289687263454,0,1,medium
mp-1181310,H2W2O7,1.282,-1.672817297045453,6.045162059886937,264.6307393489946,3,-0.006321326468575308,0,1,medium
mp-625502,H2W2O7,1.631,-1.770031690681817,5.658882664013583,282.6946237223716,3,-0.006261285295684036,0,1,medium
mp-625525,H2W2O7,2.0689,-1.88802101840909,5.647538310957109,283.2624795636417,3,-0.006665270392737986,0,1,medium
mp-625740,H2W2O7,2.2075,-1.623430866590908,5.587402135747981,286.31118121198494,3,-0.005670162302843908,0,1,medium
mp-626572,H2W2O7,2.604899999999999,-1.706182847045453,5.435001080550169,294.3395376897396,3,-0.0057966485251598225,0,1,wide
mp-29530,H2WO4,1.4761,-1.754318643928571,5.282267020136411,314.1768205843161,3,-0.0055838576527250895,0,1,medium
mp-626865,H2WO5,2.4913,-1.491878883749999,5.026875502464612,351.2791140275347,3,-0.004246989997911061,0,1,medium
mp-626869,H2WO5,1.971299999999999,-1.4541762159375,5.257768870378872,335.852795428271,3,-0.004329802329270987,0,1,medium
mp-708089,H30S2O21,0.8057000000000001,-1.07027688485849,1.174354761550675,608.5233446704685,3,-0.0017588099030745867,0,1,narrow
mp-1212579,H3C3N5,3.483,-0.263409605568176,1.70435784237802,850.2779834544045,3,-0.0003097923393218156,0,1,wide
mp-1181198,H3CI,3.3729,-0.171778969749999,2.661253400696346,354.2619998637851,3,-0.00048489245195942155,0,1,wide
mp-1181349,H3CO3,3.4314,-1.309801889464285,1.513729896868655,276.5838060028512,3,-0.00473564200447362,0,1,wide
mp-1194227,H3CO3,3.3732,-1.325268901964285,1.650628128792302,253.64476033894,3,-0.005224901552050028,0,1,wide
mp-1200055,H3CSe,2.5842,-0.185669094343751,1.877315582570225,665.1266263613468,3,-0.00027914849140753175,0,1,wide
mp-706642,H3ClO5,3.4848,-0.7175665318055551,1.428586913403329,550.8391681554016,3,-0.0013026788458207763,0,1,wide
mp-27855,H3I3N2,0.8348999999999991,0.014406900156249,3.8242406414185073,357.57582794713977,3,4.0290475558596106e-05,0,1,narrow
mp-1181751,H3NCl,0.8704000000000001,-0.345902421499999,1.009973383297166,690.322630310663,3,-0.0005010735651884018,0,1,narrow
mp-760361,H3NCl,2.7143,-0.498316681,1.102356468050642,632.4700790610585,3,-0.0007878897318585921,0,1,wide
mp-626543,H3NO,2.4233,-0.675640967249999,0.9324877662508052,235.2737462591897,3,-0.002871722739968097,0,1,medium
mp-626259,H3NO4,3.3536,-0.988053885312499,1.830327675491132,294.0464935428544,3,-0.003360196115273518,0,1,wide
mp-995218,H4C5O2,3.3298,-0.525920091363637,1.425443302074383,223.8620576144285,3,-0.002349304285719833,0,1,wide
mp-995204,H4C6O,2.9237,-0.221896368636365,1.382147785267415,442.58058295264783,3,-0.0005013694165161916,0,1,wide
mp-1097016,H4C7,2.2582,0.016622453787879,1.123265450430229,1562.9917316688384,2,1.0635023494417892e-05,1,0,medium
mp-30184,H4C7O,2.0497,-0.164760202291667,1.2976071926818,532.8952572851385,3,-0.0003091793369133102,0,1,medium
